thumb,index,middle,ring,pinky,class
3241.74683,1342.37602,1108.54399,6877.06489,6572.75567,two
3368.86718,1253.74166,1243.21041,6664.35785,6015.86016,two
3153.66854,903.49743,1355.29832,6690.49657,6316.92015,two
3436.84392,2359.84212,3294.99649,6416.97746,5550.71006,two
2834.0363,1133.95421,1533.29107,6973.56892,6680.01398,two
3596.40465,982.7431,2046.9762,6903.90987,6005.55522,two
3417.91125,951.24143,1496.08913,6747.76882,6119.62106,two
3379.65862,893.96415,1482.98824,6340.70606,6352.60384,two
3331.21486,933.82681,1531.71691,6787.30315,6339.5724,two
2947.67139,889.30354,995.37714,6678.89683,5992.27854,two
2999.70679,1518.17443,811.94042,6774.32025,6092.75269,two
3459.86012,1014.0223,1506.49598,6617.65925,5985.66443,two
2533.10302,1287.90045,1542.61025,6038.85197,6000.40187,two
3384.23946,1773.92595,6221.17191,6146.69671,5695.27923,one
3857.56107,1415.59042,6144.0368,6253.06135,5799.56563,one
2462.90931,743.79151,6602.70583,6392.29172,5820.69293,one
2995.22383,797.06387,6968.639,6674.72802,5902.43479,one
3752.2545,1262.51214,5821.01338,5703.62944,5469.84519,one
3143.42258,1586.2547,6430.92492,6335.76636,5906.90027,one
3779.76822,1397.5621,6155.57753,5928.45373,5602.63645,one
3694.93855,1301.94147,6282.45362,6124.17535,5926.89812,one
3184.92355,481.26474,6352.1213,6236.92849,5776.79449,one
2535.61695,1074.48108,6456.13062,6344.2516,5903.33975,one
2855.78283,532.84168,5871.36317,5705.89318,5839.04155,one
3083.4572,797.69681,6268.1105,6097.18954,5709.45348,one
3957.2826,1363.83268,6037.36591,5970.21618,5483.88811,one
3136.2775,1151.27365,5808.00172,5640.37194,5731.76352,one
3588.18051,1153.27842,6356.17859,6214.23143,5858.40347,one
2722.02921,920.78745,6168.56665,6109.00582,6010.51213,one
3058.53822,561.11609,6556.73133,6560.84594,5865.19216,one
2315.52351,1261.71785,6375.79897,6140.93658,6138.69776,one
3705.14453,960.8249,6226.24869,6117.95789,5759.96127,one
2301.45951,403.46019,6404.18814,6118.28311,6216.40063,one
2774.14584,684.32424,6610.31223,6432.46421,5882.18212,one
2783.73739,1080.77727,7149.16539,6502.01826,5989.31728,one
2750.56094,586.92871,6269.06329,6261.11372,6082.30627,one
3024.90243,1738.34209,5398.26777,5510.59971,5832.95935,one
3964.89153,1828.58586,6313.2171,6143.72842,5572.45744,one
2768.59254,723.47605,6307.44804,6158.38599,5843.73,one
3487.24434,1319.00739,6003.82586,5922.62371,5693.39511,one
2549.20393,1183.00214,6346.5174,5915.40905,5944.95461,one
2940.53912,672.41104,6258.59368,6073.88018,5783.91496,one
