thumb,index,middle,ring,pinky,class
10.2226024043,10.1106760944,11.3932985356,11.5860908702,18.709833033,five
11.5076615155,8.93883419888,15.351659537,15.1516425698,19.7538018345,five
12.2535787908,4.08772819937,7.52589943227,8.90853974859,16.8240160956,five
11.202716621,4.34703889254,12.3227054279,10.8285836177,15.9692947606,five
3.25936627193,16.5271385083,23.8583852332,16.7656879877,18.9257131146,five
3.41334562969,16.2312410531,23.8137738526,16.8676661271,18.8559273643,five
3.33642169138,17.023549827,24.9052824782,17.5666369509,18.9761574767,five
4.83918134299,16.8155193403,25.807495826,18.7329327328,17.3103460551,five
15.050929723,6.8091316968,16.8410813233,14.4675171622,15.8527324598,five
11.2380466282,5.57762937954,18.8355648628,18.3318332889,18.3358511477,five
10.7933526482,8.04017425695,13.0151884257,11.8017301876,18.0284311633,five
26.9284032934,12.5475304959,17.8523027827,13.813674252,18.9933524779,five
22.3012182156,28.2184552729,29.9524217371,24.9129527806,21.8699600714,five
4.40735586621,18.7801959343,21.473535892,17.888383257,21.3937336693,five
7.59336633334,21.5357213493,25.2150418023,18.6362770183,21.8116592842,five
30.8956981822,12.691543327,16.4215130479,15.8967052177,23.6000469882,five
28.4558060541,7.64944901661,8.19929632027,11.0253553913,16.8338430303,five
29.3592778643,7.90658685585,4.23003476385,8.82739283239,19.5593839148,five
76.5322833104,124.344331501,12.0945668643,18.049396429,24.7970342251,four
77.0027877215,126.635532118,11.3771750203,17.5954791322,23.1495038049,four
56.8812826531,10.2898302488,14.6989376316,138.04260373,138.82104039,two
70.2213797626,16.1863291442,13.1670807338,152.422037065,150.918138693,two
58.204782069,11.0010791914,5.79278204594,162.122340026,156.100790612,two
68.3798992906,12.132874834,10.2627613553,144.989493512,142.331115585,two
44.80603071,14.5561439893,56.0683945192,141.765084148,144.949222717,two
